695973 | 03AQ02 Mar 23 23:30:12 03 | L03 VWDAA01    | 12:34:15.5  -5:17:18 2000 |  140 | g | 1.18 | 1.23 1.30   337 |P 3 O Q|
700119 | 03AQ03 Apr 26 23:17:21 03 | L03 A1969m004  | 13:01:18.1  -7:03:42 2000 |  140 | r | 1.12 | 0.82 0.92   500 |P 1 V Q|
700120 | 03AQ03 Apr 26 23:21:07 03 | L03 A1969p004  | 13:02:47.9  -6:09:57 2000 |  140 | r | 1.11 | 0.91 1.01   516 |P 2 V Q|
700121 | 03AQ03 Apr 26 23:24:56 03 | L03 A1969p014  | 13:04:17.4  -5:16:11 2000 |  140 | r | 1.11 | 0.82 0.93   513 |P 1 V Q|
700122 | 03AQ03 Apr 26 23:28:52 03 | L03 A1978m014  | 13:03:25.0  -8:19:46 2000 |  140 | r | 1.14 | 0.97 1.06   542 |A 2 V Q|
700123 | 03AQ03 Apr 26 23:32:42 03 | L03 A1978m004  | 13:04:54.9  -7:25:59 2000 |  140 | r | 1.13 | 0.89 0.99   542 |A 2 V Q|
700124 | 03AQ03 Apr 26 23:36:26 03 | L03 A1978p004  | 13:06:24.4  -6:32:11 2000 |  140 | r | 1.12 | 0.86 0.97   554 |P 1 V Q|
700125 | 03AQ03 Apr 26 23:40:15 03 | L03 A1978p014  | 13:07:53.5  -5:38:23 2000 |  140 | r | 1.12 | 0.86 0.96   569 |P 1 V Q|
700126 | 03AQ03 Apr 26 23:44:05 03 | L03 A1988m014  | 13:07:02.5  -8:41:59 2000 |  140 | r | 1.15 | 0.89 0.99   566 |P 1 V Q|
700127 | 03AQ03 Apr 26 23:47:50 03 | L03 A1988m004  | 13:08:32.0  -7:48:10 2000 |  140 | r | 1.14 | 0.88 0.99   603 |P 1 V Q|
700128 | 03AQ03 Apr 26 23:51:41 03 | L03 A1988p004  | 13:10:01.2  -6:54:19 2000 |  140 | r | 1.14 | 0.85 0.95   615 |P 1 V Q|
700129 | 03AQ03 Apr 26 23:55:25 03 | L03 A1988p014  | 13:11:30.0  -6:00:28 2000 |  140 | r | 1.13 | 0.88 1.00   629 |P 1 V Q|
703560 | 03AQ04 May 26 20:24:03 03 | L03 VWDAA16    | 12:49:51.3  -3:44:08 2000 |  140 | r | 1.10 |  nan  nan     0 |P 1 O Q|
703561 | 03AQ04 May 26 20:28:17 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | r | 1.11 |  nan  nan     0 |P 1 O Q|
703562 | 03AQ04 May 26 20:38:16 03 | L03 VWDAA14    | 12:46:46.1  -5:33:28 2000 |  140 | r | 1.11 |  nan  nan     0 |P 1 O Q|
703563 | 03AQ04 May 26 21:09:59 03 | L03 VWDAA13    | 12:45:13.0  -6:28:07 2000 |  140 | r | 1.12 |  nan  nan     0 |P 1 O Q|
703564 | 03AQ04 May 26 21:14:17 03 | L03 VWDAA12    | 12:46:12.7  -3:21:05 2000 |  140 | r | 1.09 |  nan  nan     0 |P 1 O Q|
703565 | 03AQ04 May 26 21:19:48 03 | L03 VWDAA11    | 12:44:39.9  -4:15:44 2000 |  140 | r | 1.10 |  nan  nan     0 |P 1 O Q|
703566 | 03AQ04 May 26 21:26:05 03 | L03 VWDAA10    | 12:43:06.9  -5:10:21 2000 |  140 | r | 1.12 |  nan  nan     0 |P 1 O Q|
703567 | 03AQ04 May 26 21:30:49 03 | L03 VWDAA09    | 12:41:33.7  -6:04:58 2000 |  140 | r | 1.13 |  nan  nan     0 |P 1 O Q|
703568 | 03AQ04 May 26 21:35:10 03 | L03 VWDAA08    | 12:42:34.2  -2:57:57 2000 |  140 | r | 1.11 |  nan  nan     0 |P 1 O Q|
703569 | 03AQ04 May 26 21:40:27 03 | L03 VWDAA07    | 12:41:01.2  -3:52:34 2000 |  140 | r | 1.12 |  nan  nan     0 |P 1 O Q|
703570 | 03AQ04 May 26 21:45:13 03 | L03 VWDAA06    | 12:39:28.0  -4:47:10 2000 |  140 | r | 1.14 |  nan  nan     0 |P 1 O Q|
703571 | 03AQ04 May 26 21:49:54 03 | L03 VWDAA05    | 12:37:54.5  -5:41:45 2000 |  140 | r | 1.16 |  nan  nan     0 |P 1 O Q|
703572 | 03AQ04 May 26 21:54:24 03 | L03 VWDAA04    | 12:38:55.9  -2:34:45 2000 |  140 | r | 1.13 |  nan  nan     0 |P 1 O Q|
703573 | 03AQ04 May 26 22:02:01 03 | L03 VWDAA03    | 12:37:22.6  -3:29:20 2000 |  140 | r | 1.16 |  nan  nan     0 |P 1 O Q|
703574 | 03AQ04 May 26 22:24:37 03 | L03 VWDAA02    | 12:35:49.2  -4:23:54 2000 |  140 | r | 1.22 |  nan  nan     0 |P 2 O Q|
703575 | 03AQ04 May 26 22:28:52 03 | L03 VWDAA01    | 12:34:15.5  -5:18:28 2000 |  140 | r | 1.25 |  nan  nan     0 |P 2 O Q|
703578 | 03AQ04 May 26 22:47:21 03 | L03 VWDAA16    | 12:49:51.3  -3:44:08 2000 |  140 | r | 1.24 |  nan  nan     0 |P 1 O Q|
703579 | 03AQ04 May 26 22:52:45 03 | L03 VWDAA15    | 12:48:18.8  -4:38:48 2000 |  140 | r | 1.27 |  nan  nan     0 |P 1 O Q|
703580 | 03AQ04 May 26 22:57:48 03 | L03 VWDAA14    | 12:46:46.1  -5:33:28 2000 |  140 | r | 1.30 |  nan  nan     0 |P 1 O Q|
703581 | 03AQ04 May 26 23:03:03 03 | L03 VWDAA13    | 12:45:13.0  -6:28:07 2000 |  140 | r | 1.34 |  nan  nan     0 |P 1 O Q|
703582 | 03AQ04 May 26 23:07:51 03 | L03 VWDAA12    | 12:46:12.7  -3:21:05 2000 |  140 | r | 1.31 |  nan  nan     0 |P 1 O Q|
