695703 | 03AQ02 Mar 22 03:38:12 03 | L05 Pre-W3 66  | 14:08:43.7  53:35:30 2000 |  180 | r | 1.23 | 0.77 0.88  1431 |P 2 V Q|
700146 | 03AQ03 Apr 27 01:11:51 03 | L05 Pre-W3 80  | 14:11:50.8  53:06:31 2000 |  180 | r | 1.22 | 0.84 0.91   770 |A 4 O D|
700147 | 03AQ03 Apr 27 01:16:12 03 | L05 Pre-W3 79  | 14:11:54.4  52:38:31 2000 |  180 | r | 1.22 | 1.10 1.08   837 |A 4 O D|
700148 | 03AQ03 Apr 27 01:20:34 03 | L05 Pre-W3 78  | 14:11:57.9  52:10:31 2000 |  180 | r | 1.22 | 0.76 0.86   835 |A 4 O D|
700150 | 03AQ03 Apr 27 02:59:13 03 | L05 Pre-W3 77  | 14:12:01.4  51:42:31 2000 |  180 | r | 1.41 | 0.95 1.03   803 |A 4 O D|
704381 | 03AQ04 Jun 02 20:16:03 03 | L02 W3.-1-1    | 14:11:47.1  53:34:31 2000 |   87 | g | 1.27 | 0.87 0.95   186 |A 4 O D|
704382 | 03AQ04 Jun 02 20:26:25 03 | L02 W3.-1-1    | 14:11:47.1  53:34:30 2000 |  500 | g | 1.27 | 0.84 0.92  1170 |A 4 O D|
704383 | 03AQ04 Jun 02 20:30:07 03 | L02 W3.-1-1    | 14:11:45.4  53:34:01 2000 |   73 | g | 1.25 | 0.85 0.93   143 |A 4 O D|
705243 | 03AQ04 Jun 06 22:38:02 03 | L02 W3.-0-0    | 14:17:54.0  54:30:31 2000 |  484 | i | 1.24 | 0.98 1.01  2779 |P 4 O Q|
705244 | 03AQ04 Jun 06 22:56:43 03 | L02 W3.-0-0    | 14:17:54.0  54:30:31 2000 |  620 | i | 1.25 | 0.83 0.85  3607 |P 2 V Q|
705245 | 03AQ04 Jun 06 23:08:24 03 | L02 W3.-0-0    | 14:17:52.2  54:30:00 2000 |  620 | i | 1.27 | 0.88 0.90  3722 |P 2 V Q|
705246 | 03AQ04 Jun 06 23:20:14 03 | L02 W3.-0-0    | 14:17:54.5  54:29:01 2000 |  620 | i | 1.28 | 0.82 0.82  3962 |P 1 V Q|
705247 | 03AQ04 Jun 06 23:32:07 03 | L02 W3.-0-0    | 14:17:55.7  54:31:01 2000 |  620 | i | 1.30 | 0.85 0.84  3960 |P 2 V Q|
705248 | 03AQ04 Jun 06 23:44:00 03 | L02 W3.-0-0    | 14:17:53.4  54:32:01 2000 |  620 | i | 1.32 | 0.98 0.98  4138 |P 2 V Q|
705249 | 03AQ04 Jun 06 23:55:48 03 | L02 W3.-0-0    | 14:17:52.8  54:31:31 2000 |  620 | i | 1.35 | 0.99 0.97  4201 |P 2 V Q|
705250 | 03AQ04 Jun 07 00:07:38 03 | L02 W3.-0-0    | 14:17:55.1  54:29:31 2000 |  620 | i | 1.38 | 1.00 0.95  4491 |P 3 V Q|
705391 | 03AQ04 Jun 07 20:41:27 03 | L02 W3.-0-1    | 14:17:54.0  53:34:30 2000 |  620 | i | 1.23 | 0.80 0.87  4793 |A 2 V Q|
705392 | 03AQ04 Jun 07 20:53:29 03 | L02 W3.-0-1    | 14:17:52.3  53:34:00 2000 |  620 | i | 1.22 | 1.72 1.75  5158 |A 4 O Q|
705393 | 03AQ04 Jun 07 21:05:12 03 | L02 W3.-0-1    | 14:17:54.5  53:33:01 2000 |  620 | i | 1.22 | 1.17 1.16  4474 |A 4 O Q|
705394 | 03AQ04 Jun 07 21:14:40 03 | L02 W3.-0-1    | 14:17:55.6  53:35:01 2000 |  287 | i | 1.21 | 0.97 1.03  2003 |A 4 O Q|
705396 | 03AQ04 Jun 07 21:44:44 03 | L02 W3.-0-1    | 14:17:52.3  53:34:01 2000 |  620 | i | 1.20 | 0.65 0.73  4619 |A 2 V Q|
705397 | 03AQ04 Jun 07 21:56:31 03 | L02 W3.-0-1    | 14:17:54.5  53:33:00 2000 |  620 | i | 1.20 | 0.66 0.75  4190 |A 2 V Q|
705398 | 03AQ04 Jun 07 22:08:22 03 | L02 W3.-0-1    | 14:17:55.6  53:35:00 2000 |  620 | i | 1.21 | 0.65 0.73  4121 |A 1 V Q|
705399 | 03AQ04 Jun 07 22:20:14 03 | L02 W3.-0-1    | 14:17:53.4  53:36:01 2000 |  620 | i | 1.21 | 0.68 0.75  4054 |A 1 V Q|
705400 | 03AQ04 Jun 07 22:33:32 03 | L02 W3.-0-1    | 14:17:52.8  53:35:31 2000 |  620 | i | 1.22 | 0.77 0.81  3957 |A 1 V Q|
705401 | 03AQ04 Jun 07 22:45:28 03 | L02 W3.-0-1    | 14:17:55.1  53:33:31 2000 |  620 | i | 1.23 | 0.72 0.77  4013 |A 2 V Q|
705403 | 03AQ04 Jun 07 23:13:00 03 | L02 W3.-0-2    | 14:17:54.0  52:38:30 2000 |  620 | i | 1.25 | 0.63 0.72  4090 |A 1 V Q|
705404 | 03AQ04 Jun 07 23:24:50 03 | L02 W3.-0-2    | 14:17:52.3  52:38:01 2000 |  620 | i | 1.27 | 0.64 0.72  4250 |A 1 V Q|
705405 | 03AQ04 Jun 07 23:36:35 03 | L02 W3.-0-2    | 14:17:54.5  52:37:01 2000 |  620 | i | 1.29 | 0.68 0.75  4481 |A 1 V Q|
705406 | 03AQ04 Jun 07 23:48:26 03 | L02 W3.-0-2    | 14:17:55.6  52:39:01 2000 |  620 | i | 1.32 | 0.71 0.78  4755 |A 1 V Q|
705407 | 03AQ04 Jun 08 00:00:12 03 | L02 W3.-0-2    | 14:17:53.4  52:40:00 2000 |  620 | i | 1.34 | 0.73 0.81  5021 |A 1 V Q|
705408 | 03AQ04 Jun 08 00:11:56 03 | L02 W3.-0-2    | 14:17:52.9  52:39:31 2000 |  620 | i | 1.38 | 0.70 0.76  5130 |A 1 V Q|
705409 | 03AQ04 Jun 08 00:23:50 03 | L02 W3.-0-2    | 14:17:55.1  52:37:31 2000 |  620 | i | 1.41 | 0.63 0.72  5288 |A 1 V Q|
705480 | 03AQ04 Jun 08 23:19:02 03 | Q98 Phot 03AL0 | 14:17:54.0  52:38:30 2000 |   50 | r | 1.28 | 0.81 0.84   353 |P 1 V Q|
705481 | 03AQ04 Jun 08 23:22:32 03 | Q98 Phot 03AL0 | 14:17:54.0  52:38:31 2000 |   50 | g | 1.29 | 0.72 0.81   539 |P 1 V Q|
705482 | 03AQ04 Jun 08 23:26:15 03 | Q98 Phot 03AL0 | 14:17:54.0  52:38:31 2000 |   62 | i | 1.30 | 0.72 0.75   570 |P 1 V Q|
705484 | 03AQ04 Jun 08 23:49:17 03 | L02 W3.-0-3    | 14:17:54.0  51:42:31 2000 |  620 | i | 1.31 | 0.71 0.80  6002 |P 1 V Q|
705485 | 03AQ04 Jun 09 00:00:58 03 | L02 W3.-0-3    | 14:17:52.3  51:42:01 2000 |  620 | i | 1.34 | 0.79 0.89  6140 |P 1 V Q|
705486 | 03AQ04 Jun 09 00:12:40 03 | L02 W3.-0-3    | 14:17:54.5  51:41:00 2000 |  620 | i | 1.38 | 0.79 0.90  6298 |P 1 V Q|
705487 | 03AQ04 Jun 09 00:25:37 03 | L02 W3.-0-3    | 14:17:55.6  51:43:01 2000 |  620 | i | 1.42 | 0.87 0.91  6416 |P 2 V Q|
705488 | 03AQ04 Jun 09 00:37:23 03 | L02 W3.-0-3    | 14:17:53.4  51:44:01 2000 |  620 | i | 1.46 | 0.81 0.96  6534 |P 1 V Q|
705489 | 03AQ04 Jun 09 00:49:10 03 | L02 W3.-0-3    | 14:17:52.9  51:43:31 2000 |  620 | i | 1.51 | 0.78 0.94  6546 |P 1 V Q|
705490 | 03AQ04 Jun 09 01:01:01 03 | L02 W3.-0-3    | 14:17:55.0  51:41:31 2000 |  620 | i | 1.56 | 0.88 0.93  6693 |P 2 V Q|
707148 | 03AQ05 Jun 22 00:42:08 03 | Q98 Phot 03AL0 | 14:17:54.0  53:34:31 2000 |   50 | r | 1.82 | 1.20 1.26   155 |P 1 V Q|
707149 | 03AQ05 Jun 22 00:46:14 03 | Q98 Phot 03AL0 | 14:17:54.0  53:34:31 2000 |   50 | g | 1.85 | 1.30 1.41   141 |P 2 V Q|
707150 | 03AQ05 Jun 22 00:49:55 03 | Q98 Phot 03AL0 | 14:17:54.0  53:34:31 2000 |   62 | i | 1.88 | 1.09 1.18   479 |P 2 V Q|
707274 | 03AQ05 Jun 22 20:57:23 03 | L02 W3.-0-0    | 14:17:54.0  54:30:31 2000 |  500 | r | 1.22 | 0.82 0.88  1436 |P 1 V Q|
707275 | 03AQ05 Jun 22 21:07:18 03 | L02 W3.-0-0    | 14:17:56.5  54:28:16 2000 |  500 | r | 1.22 | 0.91 0.97  1441 |P 2 V Q|
707276 | 03AQ05 Jun 22 21:18:29 03 | L02 W3.-0-0    | 14:17:54.0  54:30:30 2000 |  500 | g | 1.23 | 0.95 1.03   987 |P 1 V Q|
707277 | 03AQ05 Jun 22 21:28:19 03 | L02 W3.-0-0    | 14:17:52.2  54:30:01 2000 |  500 | g | 1.23 | 0.99 1.06   966 |P 2 V Q|
707278 | 03AQ05 Jun 22 21:38:10 03 | L02 W3.-0-0    | 14:17:54.5  54:29:01 2000 |  500 | g | 1.24 | 0.91 0.98   972 |P 1 V Q|
707279 | 03AQ05 Jun 22 21:48:12 03 | L02 W3.-0-0    | 14:17:55.7  54:31:00 2000 |  500 | g | 1.25 | 0.92 1.00   928 |P 1 V Q|
707280 | 03AQ05 Jun 22 21:58:01 03 | L02 W3.-0-0    | 14:17:53.4  54:32:01 2000 |  500 | g | 1.26 | 0.94 1.01   912 |P 2 V Q|
707432 | 03AQ05 Jun 23 20:48:41 03 | L02 W3.-0-1    | 14:17:54.0  53:34:31 2000 |  500 | r | 1.20 | 0.83 0.94  1224 |P 1 V Q|
707433 | 03AQ05 Jun 23 20:58:51 03 | L02 W3.-0-1    | 14:17:56.4  53:32:16 2000 |  500 | r | 1.20 | 0.82 0.93  1239 |P 1 V Q|
707434 | 03AQ05 Jun 23 21:09:59 03 | L02 W3.-0-1    | 14:17:54.0  53:34:30 2000 |  500 | g | 1.21 | 0.94 1.04   992 |P 1 V Q|
707435 | 03AQ05 Jun 23 21:19:41 03 | L02 W3.-0-1    | 14:17:52.3  53:34:00 2000 |  500 | g | 1.21 | 1.05 1.15  1029 |P 2 V Q|
707436 | 03AQ05 Jun 23 21:29:43 03 | L02 W3.-0-1    | 14:17:54.5  53:33:01 2000 |  500 | g | 1.22 | 1.05 1.13  1011 |P 2 V Q|
707437 | 03AQ05 Jun 23 21:40:03 03 | L02 W3.-0-1    | 14:17:55.6  53:35:01 2000 |  500 | g | 1.23 | 1.09 1.18  1000 |P 2 V Q|
707438 | 03AQ05 Jun 23 21:50:15 03 | L02 W3.-0-1    | 14:17:53.4  53:36:01 2000 |  500 | g | 1.24 | 0.99 1.08  1033 |P 1 V Q|
707554 | 03AQ05 Jun 24 20:43:55 03 | L02 W3.-0-2    | 14:17:53.9  52:38:30 2000 |  500 | g | 1.19 | 0.88 0.99  1008 |P 1 V Q|
707555 | 03AQ05 Jun 24 20:53:39 03 | L02 W3.-0-2    | 14:17:52.3  52:38:01 2000 |  500 | g | 1.19 | 0.78 0.90  1026 |P 1 V Q|
707556 | 03AQ05 Jun 24 21:03:31 03 | L02 W3.-0-2    | 14:17:54.5  52:37:00 2000 |  500 | g | 1.20 | 0.76 0.88  1055 |P 1 V Q|
707557 | 03AQ05 Jun 24 21:18:06 03 | L02 W3.-0-2    | 14:17:54.0  52:38:31 2000 |  500 | g | 1.20 | 0.78 0.91  1016 |P 1 V Q|
707558 | 03AQ05 Jun 24 21:27:57 03 | L02 W3.-0-2    | 14:17:53.4  52:40:01 2000 |  500 | g | 1.21 | 0.80 0.91   994 |P 1 V Q|
707559 | 03AQ05 Jun 24 21:39:24 03 | L02 W3.-0-2    | 14:17:54.0  52:38:31 2000 |  500 | r | 1.22 | 0.78 0.87  1327 |P 1 V Q|
707560 | 03AQ05 Jun 24 21:49:20 03 | L02 W3.-0-2    | 14:17:56.4  52:36:16 2000 |  500 | r | 1.23 | 0.84 0.92  1366 |P 1 V Q|
707655 | 03AQ05 Jun 25 20:46:06 03 | L02 W3.-0-3    | 14:17:54.0  51:42:31 2000 |  500 | g | 1.18 | 0.88 0.96  1048 |A 2 V Q|
707656 | 03AQ05 Jun 25 20:55:51 03 | L02 W3.-0-3    | 14:17:52.3  51:42:00 2000 |  500 | g | 1.18 | 0.99 1.05  1054 |A 2 V Q|
707657 | 03AQ05 Jun 25 21:05:41 03 | L02 W3.-0-3    | 14:17:54.5  51:41:01 2000 |  500 | g | 1.19 | 0.86 0.92  1076 |A 2 V Q|
707658 | 03AQ05 Jun 25 21:15:36 03 | L02 W3.-0-3    | 14:17:55.6  51:43:01 2000 |  500 | g | 1.19 | 0.85 0.91  1033 |A 2 V Q|
707659 | 03AQ05 Jun 25 21:25:24 03 | L02 W3.-0-3    | 14:17:53.4  51:44:01 2000 |  500 | g | 1.20 | 0.96 0.99   999 |A 2 V Q|
707660 | 03AQ05 Jun 25 21:30:54 03 | L02 W3.-0-3    | 14:17:54.0  51:42:31 2000 |   29 | r | 1.21 | 0.90 0.91    90 |A 4 O Q|
707662 | 03AQ05 Jun 25 21:47:54 03 | L02 W3.-0-3    | 14:17:54.0  51:42:31 2000 |  500 | r | 1.22 | 0.80 0.86  1385 |A 1 V Q|
707663 | 03AQ05 Jun 25 21:57:50 03 | L02 W3.-0-3    | 14:17:56.3  51:40:15 2000 |  500 | r | 1.24 | 0.85 0.91  1380 |A 1 V Q|
707740 | 03AQ05 Jun 26 20:34:45 03 | Q98 Phot 03AL0 | 14:17:54.0  51:42:31 2000 |   50 | r | 1.18 | 0.78 0.86   135 |P 1 V Q|
707741 | 03AQ05 Jun 26 20:38:16 03 | Q98 Phot 03AL0 | 14:17:54.0  51:42:31 2000 |   50 | g | 1.18 | 0.91 1.01   100 |P 1 V Q|
707742 | 03AQ05 Jun 26 20:43:21 03 | Q98 Phot 03AL0 | 14:17:54.0  51:42:31 2000 |   62 | i | 1.18 | 0.92 0.99   364 |P 1 V Q|
708586 | 03AQ05 Jul 04 20:35:37 03 | L02 W3.-3-1    | 13:59:33.4  53:34:31 2000 |  500 | r | 1.23 | 0.70 0.80  1820 |P 1 V Q|
708587 | 03AQ05 Jul 04 20:45:32 03 | L02 W3.-3-1    | 13:59:35.8  53:32:16 2000 |  500 | r | 1.24 | 0.70 0.80  1887 |P 1 V Q|
708589 | 03AQ05 Jul 04 21:11:22 03 | L02 W3.-3-1    | 13:59:35.8  53:32:16 2000 |  500 | g | 1.27 | 0.93 1.00  1653 |P 1 V Q|
708590 | 03AQ05 Jul 04 21:21:16 03 | L02 W3.-3-1    | 13:59:31.7  53:34:01 2000 |  500 | g | 1.29 | 0.84 0.93  1642 |P 1 V Q|
708591 | 03AQ05 Jul 04 21:30:58 03 | L02 W3.-3-1    | 13:59:33.9  53:33:01 2000 |  500 | g | 1.31 | 0.84 0.93  1650 |P 1 V Q|
708592 | 03AQ05 Jul 04 21:40:55 03 | L02 W3.-3-1    | 13:59:35.0  53:35:01 2000 |  500 | g | 1.33 | 0.87 0.94  1645 |P 1 V Q|
708593 | 03AQ05 Jul 04 21:50:36 03 | L02 W3.-3-1    | 13:59:32.8  53:36:01 2000 |  500 | g | 1.35 | 0.86 0.94  1655 |P 1 V Q|
708704 | 03AQ05 Jul 05 20:39:45 03 | L02 W3.-3-1    | 13:59:33.4  53:34:31 2000 |  620 | i | 1.23 | 0.68 0.78  3147 |A 1 V Q|
708705 | 03AQ05 Jul 05 20:51:30 03 | L02 W3.-3-1    | 13:59:31.7  53:34:01 2000 |  620 | i | 1.25 | 0.71 0.79  3173 |A 1 V Q|
708706 | 03AQ05 Jul 05 21:03:14 03 | L02 W3.-3-1    | 13:59:33.9  53:33:00 2000 |  620 | i | 1.26 | 0.72 0.79  3109 |A 1 V Q|
708707 | 03AQ05 Jul 05 21:15:12 03 | L02 W3.-3-1    | 13:59:35.0  53:35:01 2000 |  620 | i | 1.28 | 0.79 0.85  3039 |A 1 V Q|
708708 | 03AQ05 Jul 05 21:27:11 03 | L02 W3.-3-1    | 13:59:32.8  53:36:01 2000 |  620 | i | 1.30 | 0.82 0.87  3181 |A 1 V Q|
708709 | 03AQ05 Jul 05 21:38:54 03 | L02 W3.-3-1    | 13:59:32.2  53:35:31 2000 |  620 | i | 1.33 | 0.88 0.92  3198 |A 1 V Q|
708710 | 03AQ05 Jul 05 21:50:44 03 | L02 W3.-3-1    | 13:59:34.5  53:33:30 2000 |  620 | i | 1.35 | 0.93 0.96  3167 |A 2 V Q|
712158 | 03AQ06 Jul 27 20:08:31 03 | Q98 Phot 03AL0 | 13:59:33.4  53:34:30 2000 |   62 | i | 1.34 | 1.08 1.19   426 |P 1 V D|
715071 | 03BQ02 Aug 23 03:36:58 03 | L02 W1.+2+3    |  2:25:39.4  -4:12:00 2000 |  500 | r | 1.16 | 0.73 0.78  1452 |P 1 V Q|
715072 | 03BQ02 Aug 23 03:48:13 03 | L02 W1.+2+3    |  2:25:40.7  -4:13:03 2000 |  500 | r | 1.14 | 0.64 0.72  1490 |P 1 V Q|
715073 | 03BQ02 Aug 23 04:05:05 03 | L02 W1.+2+3    |  2:25:41.4  -4:10:56 2000 |  500 | r | 1.12 | 0.69 0.78  1485 |P 1 V Q|
715074 | 03BQ02 Aug 23 04:16:45 03 | L02 W1.+2+3    |  2:25:40.0  -4:10:03 2000 |  500 | r | 1.11 | 0.56 0.68  1469 |P 1 V Q|
715075 | 03BQ02 Aug 23 04:38:10 03 | L02 W1.+4+3    |  2:33:18.8  -4:12:00 2000 |  500 | r | 1.10 | 0.58 0.69  1407 |P 1 V Q|
715076 | 03BQ02 Aug 23 04:48:45 03 | L02 W1.+4+3    |  2:33:20.3  -4:14:15 2000 |  500 | r | 1.10 | 0.57 0.69  1390 |P 1 V Q|
715226 | 03BQ02 Aug 25 03:41:06 03 | L02 W1.+2+3    |  2:25:39.4  -4:12:00 2000 |  620 | i | 1.14 | 0.62 0.73  2831 |A 1 V Q|
715227 | 03BQ02 Aug 25 03:54:21 03 | L02 W1.+2+3    |  2:25:38.4  -4:12:29 2000 |  620 | i | 1.12 | 0.63 0.71  2789 |A 1 V Q|
715228 | 03BQ02 Aug 25 04:16:53 03 | L02 W1.+2+3    |  2:25:39.7  -4:13:30 2000 |  620 | i | 1.10 | 0.66 0.76  3246 |A 1 V Q|
715229 | 03BQ02 Aug 25 04:31:06 03 | L02 W1.+2+3    |  2:25:40.4  -4:11:30 2000 |  620 | i | 1.10 | 0.66 0.77  3018 |A 1 V Q|
715230 | 03BQ02 Aug 25 04:44:00 03 | L02 W1.+2+3    |  2:25:39.0  -4:10:30 2000 |  620 | i | 1.09 | 0.68 0.79  3042 |A 1 V Q|
715231 | 03BQ02 Aug 25 04:57:30 03 | L02 W1.+2+3    |  2:25:38.7  -4:11:00 2000 |  620 | i | 1.10 | 0.76 0.86  3171 |A 1 V Q|
715232 | 03BQ02 Aug 25 05:11:00 03 | L02 W1.+2+3    |  2:25:40.0  -4:13:00 2000 |  620 | i | 1.10 | 0.79 0.88  4689 |A 2 V Q|
715499 | 03BQ02 Aug 27 03:19:24 03 | L02 W1.+2+3    |  2:25:39.4  -4:12:00 2000 |  500 | g | 1.16 | 0.73 0.87  1045 |P 1 V Q|
715500 | 03BQ02 Aug 27 03:29:31 03 | L02 W1.+2+3    |  2:25:38.4  -4:12:29 2000 |  500 | g | 1.14 | 0.71 0.85  1027 |P 1 V Q|
